áWaç°èØ (542),,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
0.3,0.00,0.00,0.0,0.0
-0.4,0.00,0.00,0.0,0.0
-0.8,0.00,0.00,0.0,0.0
-0.8,0.01,0.02,0.0,0.0
-0.3,0.13,0.15,10.0,-58.0
1.3,0.28,0.39,19.7,-47.3
1.4,0.15,0.48,27.7,-34.4
3.6,1.90,0.62,33.2,-19.2
4.1,1.26,0.81,35.4,-2.2
4.1,0.78,0.81,34.1,15.0
4.7,0.82,0.69,29.3,30.7
4.7,0.49,0.48,21.9,44.2
4.0,0.32,0.24,12.6,55.4
2.5,0.08,0.04,2.0,65.0
0.8,0.00,0.00,0.0,0.0
-0.5,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.2,0.00,0.00,0.0,0.0
-1.0,0.00,0.00,0.0,0.0
-0.9,0.00,0.00,0.0,0.0
-0.3,0.00,0.00,0.0,0.0
0.0,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.4,0.00,0.00,0.0,0.0
0.4,0.01,0.01,0.0,0.0
0.5,0.04,0.09,10.1,-58.2
0.5,0.03,0.19,19.8,-47.5
0.8,0.02,0.26,27.8,-34.6
0.9,0.03,0.30,33.4,-19.4
0.4,0.00,0.33,35.7,-2.3
0.4,0.00,0.32,34.3,15.0
0.4,0.03,0.27,29.6,30.8
0.9,0.03,0.21,22.1,44.3
0.3,0.03,0.12,12.8,55.6
0.2,0.04,0.03,2.2,65.2
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.3,0.00,0.00,0.0,0.0
0.5,0.00,0.00,0.0,0.0
0.8,0.00,0.00,0.0,0.0
2.1,0.00,0.00,0.0,0.0
1.9,0.00,0.00,0.0,0.0
1.2,0.00,0.00,0.0,0.0
0.7,0.00,0.00,0.0,0.0
0.1,0.00,0.00,0.0,0.0
